PDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees,ZIP
11/2/2015,66,59,52,61,52,44,100,76,52,29.93,29.87,29.8,10,7,1,18,5,26,1.38,6,Rain,305,94041
11/3/2015,66,57,47,47,43,38,93,65,37,29.97,29.92,29.84,10,10,10,12,3,15,0,1,,324,94041
11/4/2015,66,57,47,42,35,28,80,53,26,30.16,30.06,29.98,10,10,10,15,5,21,0,0,,308,94041
11/5/2015,66,55,44,51,39,29,77,52,26,30.29,30.24,30.17,10,10,10,10,3,13,0,0,,325,94041
11/6/2015,68,56,44,47,41,37,83,59,34,30.32,30.26,30.21,10,10,9,10,2,14,0,0,,332,94041
11/7/2015,67,56,44,48,43,39,83,60,37,30.21,30.13,30.05,10,10,10,9,2,10,0,0,,357,94041
11/8/2015,62,54,45,55,48,42,92,74,56,30.06,30.01,29.97,10,10,9,12,3,16,0.01,4,Rain,167,94041
11/9/2015,58,53,47,50,46,43,93,80,66,30.07,29.99,29.94,10,8,2,13,3,17,0.33,5,Rain,174,94041
11/10/2015,60,52,44,46,43,41,93,71,49,30.38,30.23,30.08,10,10,10,12,3,14,0.02,1,,317,94041
11/11/2015,64,53,41,47,41,38,89,66,43,30.43,30.37,30.31,10,10,10,9,3,12,0,0,,334,94041
11/12/2015,65,53,41,48,41,38,89,65,40,30.31,30.22,30.15,10,10,10,9,2,12,0,0,,336,94041
11/13/2015,67,54,41,48,43,39,89,66,42,30.14,30.08,30.03,10,10,10,8,1,9,0,0,,348,94041
11/14/2015,63,53,43,49,44,40,89,72,55,30.01,29.94,29.88,10,10,7,12,3,13,0,0,,354,94041
11/15/2015,60,55,50,52,45,34,100,74,47,30.11,29.91,29.8,10,8,1,22,11,32,0.4,4,Rain,279,94041
11/16/2015,60,52,44,38,34,27,66,47,27,30.35,30.27,30.13,10,10,10,21,8,28,0,0,,319,94041
11/17/2015,63,54,44,51,45,38,89,72,55,30.38,30.32,30.28,10,10,10,12,3,15,0,0,,337,94041
11/18/2015,59,50,44,50,46,43,93,83,72,30.31,30.28,30.26,10,10,10,0,0,,0,0,,-1,94041
11/19/2015,67,60,52,52,49,47,83,68,52,30.17,30.14,30.12,10,10,10,13,4,14,0,0,,321,94041
11/20/2015,72,60,48,55,50,46,93,70,47,30.14,30.1,30.05,10,10,10,12,3,14,0,0,,343,94041
11/21/2015,70,59,47,52,49,45,93,72,51,30.13,30.08,30.02,10,10,8,15,2,18,0,0,,351,94041
11/22/2015,70,58,46,53,48,43,86,69,52,30.04,29.98,29.92,10,10,9,9,1,10,0,0,,344,94041
11/23/2015,59,52,44,51,47,43,93,82,71,29.98,29.95,29.91,10,8,2,14,4,16,0,3,,339,94041
11/24/2015,58,52,46,53,43,38,86,69,51,29.97,29.94,29.91,10,10,2,20,7,31,0.1,6,Rain,195,94041
11/25/2015,54,47,40,44,38,34,96,71,46,30.05,29.97,29.91,10,10,4,15,4,18,0.18,2,Rain,292,94041
11/26/2015,53,45,37,35,30,27,92,67,41,30.15,30.1,30.05,10,10,10,18,5,25,0,0,,338,94041
11/27/2015,56,47,37,29,26,23,64,47,30,30.17,30.14,30.1,10,10,10,10,4,14,0,0,,315,94041
11/28/2015,56,45,33,30,27,23,70,50,29,30.2,30.15,30.11,10,10,10,12,4,13,0,0,,306,94041
11/29/2015,59,45,31,34,30,26,85,58,30,30.24,30.2,30.16,10,10,10,8,2,10,0,0,,343,94041
11/30/2015,53,43,33,38,33,28,82,66,50,30.24,30.22,30.18,10,10,10,16,4,19,T,5,Rain,322,94041
12/1/2015,61,50,38,39,35,31,79,58,36,30.27,30.23,30.19,10,10,10,12,1,14,0,0,,318,94041
12/2/2015,59,50,41,40,38,35,82,65,47,30.25,30.18,30.06,10,10,9,7,1,11,0,3,,349,94041
12/3/2015,63,52,41,52,46,38,89,68,47,30.14,30.03,29.96,10,9,3,22,7,32,0.11,3,Rain,151,94041
12/4/2015,61,52,42,48,44,41,100,78,55,30.3,30.24,30.16,10,10,10,9,2,12,T,0,,28,94041
12/5/2015,56,48,40,45,42,38,93,77,61,30.31,30.27,30.23,10,10,10,10,2,13,0,0,,87,94041
12/6/2015,68,59,49,55,47,36,93,68,43,30.33,30.29,30.25,10,10,10,13,5,17,0,4,,148,94041
12/7/2015,60,55,50,56,53,49,100,90,80,30.33,30.3,30.26,10,6,0,10,2,13,0,5,Fog,9,94041
12/8/2015,64,56,47,54,52,48,100,86,72,30.27,30.23,30.19,10,10,8,9,2,11,0,5,,352,94041
12/9/2015,70,62,53,55,54,52,100,78,55,30.2,30.11,30.01,10,10,10,10,3,12,0,4,,115,94041
12/10/2015,63,57,50,58,51,43,100,76,51,29.99,29.92,29.87,10,9,3,14,6,23,0.19,6,Rain-Thunderstorm,167,94041
12/11/2015,58,52,45,46,44,39,92,72,51,30.06,29.94,29.85,10,10,5,15,6,19,0.09,2,Rain,310,94041
12/12/2015,58,50,41,45,43,40,96,76,55,30.22,30.17,30.08,10,10,10,10,3,13,0,2,,40,94041
12/13/2015,54,51,47,51,44,37,89,78,66,30.19,30.02,29.89,10,8,2,26,11,42,0.32,6,Rain,270,94041
12/14/2015,55,47,39,40,36,31,85,63,41,30.18,30.14,30.1,10,10,10,17,6,22,0,1,,314,94041
12/15/2015,56,48,39,38,32,27,82,57,32,30.24,30.19,30.14,10,10,10,21,6,25,0,0,,303,94041
12/16/2015,57,46,34,38,33,29,76,57,38,30.29,30.25,30.23,10,10,10,12,4,13,0,0,,225,94041
12/17/2015,58,48,37,47,41,33,93,72,51,30.31,30.25,30.2,10,10,10,8,3,11,0,1,,8,94041
12/18/2015,61,51,40,52,46,40,96,76,55,30.18,30.04,29.97,10,8,2,16,6,19,0.09,5,Rain,144,94041
12/19/2015,56,51,46,50,46,38,100,77,54,30.17,30.02,29.96,10,9,2,14,4,18,0.08,5,Rain,321,94041
12/20/2015,54,45,36,46,41,35,92,78,64,30.26,30.2,30.17,10,10,9,17,9,22,T,5,Rain,146,94041
12/21/2015,60,56,51,57,53,46,93,86,78,30.17,30.03,29.88,10,8,4,15,7,20,0.4,8,Rain,138,94041
12/22/2015,60,56,52,57,53,41,93,83,72,29.95,29.86,29.8,10,7,1,20,10,32,0.25,7,Rain,293,94041
12/23/2015,57,50,43,41,38,35,76,62,47,30.05,30.01,29.96,10,10,10,20,9,26,0,0,,300,94041
12/24/2015,52,46,39,46,41,36,96,84,71,30.1,30.01,29.97,10,9,2,17,5,26,0.27,5,Rain,233,94041
12/25/2015,52,44,35,41,36,33,92,71,50,30.41,30.25,30.11,10,10,10,13,5,16,0,0,,282,94041
12/26/2015,52,43,33,32,28,24,85,60,35,30.48,30.42,30.36,10,10,10,16,5,21,0,0,,319,94041
12/27/2015,47,38,29,37,30,26,85,67,49,30.35,30.24,30.12,10,10,10,10,2,13,0.03,3,Rain,143,94041
12/28/2015,48,43,37,41,37,35,96,81,65,30.12,30.08,30.02,10,9,2,17,6,20,0.1,5,Rain,351,94041
12/29/2015,55,45,34,39,33,29,92,65,38,30.22,30.14,30.06,10,10,6,7,1,10,0,0,,83,94041
12/30/2015,57,46,34,44,36,29,82,69,55,30.3,30.25,30.22,10,10,10,15,6,19,T,5,,13,94041
12/31/2015,53,46,38,39,33,29,79,62,44,30.28,30.22,30.16,10,10,10,17,6,19,0,1,,333,94041
1/1/2016,50,42,34,32,27,23,76,58,39,30.21,30.16,30.14,10,10,10,12,4,14,0,1,,333,94041
1/2/2016,52,47,42,36,34,31,76,63,50,30.14,30.06,29.99,10,10,10,9,2,11,0,5,,310,94041
1/3/2016,55,49,42,43,39,36,71,65,59,29.98,29.88,29.81,10,10,7,15,3,17,T,5,Rain,315,94041
1/4/2016,62,55,47,50,46,41,93,77,60,29.8,29.76,29.68,10,7,2,17,7,24,0.04,7,Rain,132,94041
1/5/2016,56,52,48,51,48,44,89,81,72,29.87,29.73,29.64,10,9,2,17,6,23,0.79,6,Rain,146,94041
1/6/2016,55,51,47,47,45,44,93,85,77,29.82,29.73,29.67,10,9,2,21,9,30,0.48,6,Rain-Thunderstorm,146,94041
1/7/2016,55,49,42,47,44,38,93,80,66,30.06,29.96,29.8,10,10,10,12,4,14,T,2,,359,94041
1/8/2016,54,47,39,46,42,36,93,82,71,30.14,30.1,30.06,10,10,8,13,3,15,T,4,,85,94041
1/9/2016,57,53,49,47,45,43,83,75,66,30.19,30.14,30.1,10,10,10,18,7,25,0.03,5,Rain,146,94041
1/10/2016,56,51,46,48,47,45,93,85,77,30.27,30.2,30.16,10,9,5,13,1,14,T,7,Rain,331,94041
1/11/2016,60,55,49,50,47,46,93,79,64,30.34,30.3,30.27,10,10,9,7,2,12,0.01,7,Rain,342,94041
1/12/2016,66,55,44,49,46,43,93,71,48,30.32,30.19,30.05,10,9,5,20,5,25,0,1,,141,94041
1/13/2016,62,53,44,52,47,43,86,71,55,30.25,30.15,30.03,10,9,5,23,8,31,0.05,4,Rain,202,94041
1/14/2016,59,51,42,47,43,39,89,73,57,30.23,30.13,30.04,10,10,10,20,6,28,0.02,4,Rain,141,94041
1/15/2016,63,56,49,50,46,37,89,64,39,30.18,30.11,30.03,10,10,7,9,3,12,0.17,4,Rain,6,94041
1/16/2016,64,58,52,55,52,49,100,84,67,30.2,30.17,30.13,10,10,7,15,8,22,0.06,6,Rain,143,94041
1/17/2016,61,59,56,55,54,53,93,86,78,30.18,30.12,30.08,10,10,4,15,9,20,0.3,6,Rain,140,94041
1/18/2016,65,59,52,55,53,50,100,80,60,30.18,30.13,30.07,10,6,0,12,4,13,0.65,5,Fog-Rain,152,94041
1/19/2016,65,58,51,58,52,49,96,83,69,30.24,30.08,29.95,10,9,2,21,7,28,0.57,6,Rain,213,94041
1/20/2016,62,54,46,53,49,45,93,80,67,30.3,30.24,30.21,10,10,7,9,3,11,0,3,,4,94041
1/21/2016,68,58,48,50,46,40,93,64,35,30.22,30.12,30.03,10,10,10,18,6,29,0,0,,165,94041
1/22/2016,63,59,55,56,52,45,93,75,56,30.09,30.01,29.96,10,9,2,17,9,26,0.11,7,Rain,164,94041
1/23/2016,59,53,47,50,46,43,86,74,62,30.18,30.11,30.02,10,10,4,16,6,23,0.12,4,Rain,253,94041
1/24/2016,58,51,43,46,43,41,92,77,61,30.28,30.23,30.18,10,10,10,13,3,16,0,3,,334,94041
1/25/2016,62,54,45,49,46,41,89,76,62,30.3,30.27,30.23,10,10,10,12,3,14,0,1,,331,94041
1/26/2016,62,54,45,50,46,43,93,77,60,30.38,30.32,30.28,10,9,5,9,2,14,0,1,,338,94041
1/27/2016,66,56,46,49,46,44,93,73,52,30.36,30.32,30.27,10,10,8,9,1,12,0,0,,357,94041
1/28/2016,63,53,43,51,46,40,92,74,56,30.33,30.26,30.2,10,10,10,8,2,9,0,3,,94,94041
1/29/2016,67,61,54,56,53,48,93,80,67,30.23,30.13,30.05,10,9,2,13,5,17,0.12,8,Rain,168,94041
1/30/2016,59,55,51,52,46,40,93,74,55,30.12,30.05,30,10,10,6,13,7,18,0.01,5,Rain,308,94041
1/31/2016,56,51,46,44,38,30,86,65,43,30,29.88,29.78,10,10,8,23,9,35,0.05,4,Rain,309,94041
2/1/2016,56,50,43,37,31,27,66,49,32,30.3,30.2,30.01,10,10,10,22,8,33,0,0,,298,94041
2/2/2016,58,50,42,45,40,36,89,73,57,30.34,30.27,30.23,10,10,10,17,8,21,0.06,4,Rain,98,94041
2/3/2016,57,48,39,44,40,36,92,76,59,30.46,30.39,30.34,10,10,10,10,3,15,T,3,Rain,338,94041
2/4/2016,60,53,45,44,42,40,89,72,55,30.48,30.42,30.38,10,10,9,15,5,18,0,1,,335,94041
2/5/2016,63,52,40,48,43,38,89,70,51,30.45,30.41,30.36,10,10,10,8,2,9,0,0,,330,94041
2/6/2016,64,54,44,51,44,41,89,72,54,30.45,30.38,30.32,10,9,5,10,2,,0,0,,307,94041
2/7/2016,72,59,45,48,43,39,80,56,31,30.33,30.25,30.18,10,10,10,18,4,26,0,0,,334,94041
2/8/2016,75,62,49,48,45,43,86,60,33,30.28,30.21,30.17,10,10,10,14,3,17,0,0,,327,94041
2/9/2016,73,59,45,52,47,40,80,61,41,30.25,30.2,30.14,10,10,10,10,3,12,0,0,,349,94041
2/10/2016,71,59,47,52,48,42,80,67,53,30.29,30.22,30.16,10,10,7,12,2,13,0,0,,330,94041
2/11/2016,70,59,47,52,48,43,86,65,44,30.22,30.16,30.12,10,10,9,10,3,13,0,0,,353,94041
2/12/2016,69,59,49,56,51,46,93,74,55,30.25,30.22,30.19,10,9,4,15,3,19,0,1,,345,94041
2/13/2016,68,60,52,56,52,47,100,78,56,30.32,30.26,30.22,10,4,0,13,4,14,0,5,Fog,334,94041
2/14/2016,74,60,46,55,49,43,86,66,46,30.33,30.27,30.2,10,10,10,14,5,17,0,0,,347,94041
2/15/2016,78,67,56,51,48,44,77,56,35,30.22,30.13,30.04,10,10,10,14,4,18,0,0,,335,94041
2/16/2016,78,64,50,57,51,46,83,63,43,30.04,29.89,29.72,10,10,10,8,2,10,0,0,,355,94041
2/17/2016,69,60,51,54,47,40,83,59,35,29.72,29.66,29.55,10,10,6,23,12,36,0.26,4,Rain-Thunderstorm,167,94041
2/18/2016,64,57,50,46,43,39,71,57,43,30.08,29.97,29.73,10,10,4,14,6,20,0.06,3,Rain,183,94041
2/19/2016,65,55,45,51,46,41,89,69,48,30.26,30.16,30.06,10,10,4,17,7,22,0,5,,153,94041
2/20/2016,60,54,47,47,45,42,93,77,60,30.27,30.23,30.17,10,10,10,13,4,16,0,2,,301,94041
2/21/2016,64,54,44,47,43,38,86,65,44,30.31,30.27,30.24,10,10,10,14,4,17,0,0,,353,94041
2/22/2016,70,57,44,52,46,42,93,68,42,30.29,30.22,30.09,10,8,0,10,3,12,0,3,Fog,314,94041
2/23/2016,72,57,42,42,39,36,71,49,27,30.12,30.07,30.02,10,10,10,9,2,11,0,0,,349,94041
2/24/2016,71,59,46,50,43,36,67,50,33,30.18,30.13,30.1,10,10,9,12,3,15,0,0,,357,94041
2/25/2016,75,62,48,55,49,42,80,61,41,30.18,30.12,30.08,10,10,9,8,2,9,0,0,,344,94041
2/26/2016,69,60,51,54,51,45,83,64,45,30.25,30.15,30.1,10,10,8,15,5,18,0,3,,338,94041
2/27/2016,67,61,54,52,50,44,86,69,52,30.23,30.19,30.13,10,10,10,13,5,17,0,3,,320,94041
2/28/2016,67,58,48,54,48,40,93,67,40,30.25,30.21,30.18,10,10,8,15,4,17,0,1,,333,94041
2/29/2016,73,63,52,55,52,46,100,75,49,30.23,30.18,30.12,10,5,0,8,3,10,0,4,Fog,265,94041
3/1/2016,71,61,51,53,47,37,80,56,31,30.19,30.15,30.1,10,10,10,17,5,21,0,0,,338,94041
3/2/2016,72,61,49,56,51,46,89,71,53,30.16,30.11,30.04,10,10,10,17,4,23,0,1,,359,94041
3/3/2016,69,62,54,57,53,48,90,77,63,30.14,30.09,30.05,10,10,10,14,6,17,0.01,7,,24,94041
3/4/2016,67,63,58,59,56,55,87,78,68,30.06,29.99,29.93,10,10,3,15,6,18,0.18,6,Rain,141,94041
3/5/2016,64,60,55,58,55,50,93,83,72,29.94,29.8,29.62,10,7,2,25,12,36,1.06,7,Rain,152,94041
3/6/2016,62,55,48,53,45,38,93,68,42,30.04,29.92,29.76,10,9,4,18,7,27,0.69,4,Rain,203,94041
3/7/2016,58,53,48,47,45,41,86,73,59,30.02,29.86,29.75,10,10,5,24,8,29,0.29,6,Rain,300,94041
3/8/2016,59,51,43,47,44,41,86,72,57,30.15,30.11,30.03,10,10,10,13,5,16,0.02,4,Rain,14,94041
3/9/2016,70,61,52,58,52,46,78,70,61,30.12,30.09,30.05,10,10,5,13,7,19,0.05,6,Rain,144,94041
3/10/2016,65,61,57,57,52,47,80,68,56,30.07,30,29.89,10,10,10,12,7,21,0,4,Rain,162,94041
3/11/2016,62,57,52,52,47,43,83,70,57,30.08,29.85,29.7,10,8,2,23,10,29,0.35,7,Rain,222,94041
3/12/2016,61,54,46,52,47,42,86,73,60,30.18,30.14,30.1,10,10,9,18,9,24,0.03,7,Rain,153,94041
3/13/2016,61,58,55,55,54,51,93,86,78,30.12,30.06,30.02,10,9,2,14,6,19,0.33,8,Rain,143,94041
3/14/2016,62,56,50,52,46,37,93,68,42,30.29,30.22,30.09,10,10,10,17,6,22,0,3,,312,94041
3/15/2016,67,56,44,47,41,36,86,62,37,30.3,30.24,30.17,10,10,10,16,4,20,0,0,,329,94041
3/16/2016,72,58,44,49,43,38,76,58,40,30.17,30.09,30,10,10,10,12,4,21,0,0,,332,94041
3/17/2016,77,63,49,53,49,44,80,62,43,30.01,29.95,29.89,10,10,10,12,4,14,0,0,,353,94041
3/18/2016,65,59,53,54,51,49,93,80,67,30.06,30,29.94,10,10,10,15,5,20,0,3,,330,94041
3/19/2016,69,61,52,56,50,46,89,74,58,30.08,30.04,29.99,10,10,7,15,5,18,0,3,,3,94041
3/20/2016,73,63,52,55,51,47,89,69,49,30.12,30.07,30.05,10,10,10,14,6,21,T,5,,213,94041
3/21/2016,67,58,49,53,48,44,83,66,48,30.16,30.1,30.06,10,9,2,16,5,22,0.17,4,Rain,211,94041
3/22/2016,63,54,45,47,44,40,93,68,43,30.29,30.24,30.16,10,10,10,16,6,22,0.05,2,Rain,314,94041
3/23/2016,68,58,47,48,44,40,80,63,45,30.35,30.3,30.26,10,10,10,16,5,19,0,0,,322,94041
3/24/2016,69,57,45,53,46,40,83,68,52,30.32,30.24,30.16,10,10,10,20,5,23,0,0,,338,94041
3/25/2016,68,59,49,52,48,43,89,69,48,30.17,30.07,29.97,10,10,10,17,6,20,0,1,,343,94041
3/26/2016,70,59,47,55,48,42,86,64,42,30.06,30.01,29.98,10,10,10,18,7,25,0,0,,344,94041
3/27/2016,68,60,52,52,48,39,89,67,44,30.13,30.08,30.04,10,10,9,20,6,23,0,2,,279,94041
3/28/2016,61,55,49,38,36,34,61,49,36,30.03,29.96,29.9,10,10,10,20,9,26,T,1,Rain,289,94041
3/29/2016,66,54,41,42,35,28,76,54,32,29.94,29.91,29.87,10,10,10,17,4,20,0,0,,286,94041
3/30/2016,64,54,43,49,41,31,77,62,46,30.1,30.02,29.94,10,10,10,21,7,24,0,0,,9,94041
3/31/2016,66,58,50,51,46,43,83,66,48,30.17,30.13,30.11,10,10,9,21,4,26,0,3,,337,94041
4/1/2016,64,55,46,50,47,41,83,72,60,30.24,30.19,30.16,10,10,10,16,6,20,0,0,,354,94041
4/2/2016,71,60,49,54,49,46,89,71,53,30.23,30.18,30.1,10,10,10,16,5,20,0,3,,357,94041
4/3/2016,66,60,53,51,48,37,89,64,39,30.19,30.14,30.1,10,10,10,22,6,26,0,4,,350,94041
4/4/2016,70,61,52,53,48,43,83,62,40,30.26,30.21,30.18,10,10,10,21,7,25,0,1,,3,94041
4/5/2016,80,65,49,49,43,36,86,56,26,30.25,30.18,30.09,10,10,10,16,4,19,0,0,,299,94041
4/6/2016,88,71,53,54,48,42,66,48,29,30.15,30.07,29.96,10,10,10,10,3,12,0,0,,338,94041
4/7/2016,75,67,59,57,52,47,78,62,45,29.98,29.95,29.91,10,10,10,17,6,20,0,0,,14,94041
4/8/2016,65,62,59,57,55,52,90,79,67,29.93,29.9,29.87,10,9,4,10,4,13,0.36,7,Rain,340,94041
4/9/2016,64,61,58,57,56,55,93,86,78,29.96,29.91,29.87,10,9,2,14,4,17,0.31,8,Rain,27,94041
4/10/2016,59,57,55,55,52,49,93,83,72,30.03,29.93,29.88,10,9,4,10,3,13,0.26,8,Rain,273,94041
4/11/2016,68,60,51,53,50,48,89,74,58,30.18,30.09,30.03,10,10,10,16,5,19,0,7,,326,94041
4/12/2016,61,56,51,50,48,44,89,75,60,30.27,30.22,30.17,10,10,10,14,4,18,0,6,,293,94041
4/13/2016,67,58,48,50,45,39,86,63,40,30.27,30.19,30.1,10,10,10,21,7,25,0,1,,337,94041
4/14/2016,65,58,51,50,44,39,77,59,40,30.19,30.14,30.08,10,9,2,21,10,30,0.08,3,Rain,299,94041
4/15/2016,71,60,49,44,40,37,80,56,31,30.18,30.14,30.09,10,10,9,18,7,25,0,0,,298,94041
4/16/2016,81,65,49,49,42,39,71,48,25,30.12,30.09,30.04,10,10,10,13,4,14,0,0,,324,94041
4/17/2016,84,69,53,52,47,42,66,47,28,30.07,30.02,29.98,10,10,10,14,4,17,0,0,,340,94041
4/18/2016,86,70,54,53,47,43,66,47,27,30.08,30.04,30.01,10,10,10,21,5,23,0,0,,343,94041
4/19/2016,80,68,55,49,43,33,62,41,19,30.05,29.97,29.9,10,10,10,16,5,19,0,0,,347,94041
4/20/2016,76,63,49,55,44,33,78,51,23,29.97,29.94,29.9,10,10,10,18,6,21,0,0,,337,94041
4/21/2016,76,67,58,56,53,49,84,66,47,29.95,29.91,29.87,10,10,10,16,6,21,0,6,,126,94041
4/22/2016,63,59,54,55,50,43,86,67,48,30.14,29.93,29.85,10,8,2,20,9,25,0.35,6,Rain,210,94041
4/23/2016,68,59,49,49,47,45,86,67,48,30.23,30.19,30.15,10,10,10,18,8,24,0,1,,319,94041
4/24/2016,69,61,52,49,45,39,77,60,43,30.15,30.07,30.01,10,10,10,22,9,32,0,2,,295,94041
4/25/2016,66,58,49,39,37,35,63,49,34,30.07,30.05,30.02,10,10,10,17,9,26,0,0,,300,94041
4/26/2016,68,57,45,49,41,35,77,57,37,30.11,30.08,30.05,10,10,10,21,6,25,0,0,,343,94041
4/27/2016,63,56,49,53,43,38,72,60,48,30.09,29.97,29.89,10,10,8,21,9,31,0.05,4,,271,94041
4/28/2016,74,62,49,52,46,43,77,59,41,30,29.94,29.9,10,10,10,23,7,27,0,0,,322,94041
4/29/2016,72,61,49,52,46,43,83,63,42,30.06,30.01,29.95,10,10,10,23,8,29,0,0,,312,94041
4/30/2016,78,66,53,51,42,38,66,47,27,29.96,29.89,29.82,10,10,10,18,7,24,0,0,,301,94041
5/1/2016,83,69,54,55,47,42,66,45,24,29.97,29.86,29.81,10,10,10,20,6,22,0,0,,1,94041
5/2/2016,71,63,55,55,52,47,86,71,55,30.07,30.03,29.98,10,10,7,21,7,25,0,3,,344,94041
5/3/2016,72,64,56,54,52,50,80,67,53,30.06,29.99,29.92,10,10,9,14,7,17,0,4,,344,94041
5/4/2016,70,63,56,53,52,48,86,71,55,29.94,29.89,29.85,10,10,10,16,6,19,0,4,,357,94041
5/5/2016,71,64,56,52,50,47,80,61,41,29.91,29.88,29.85,10,10,10,17,6,20,0,6,,197,94041
5/6/2016,61,58,54,56,51,49,86,78,69,29.91,29.88,29.86,10,10,7,13,4,16,0.11,7,Rain,77,94041
5/7/2016,64,59,54,54,52,50,83,74,65,29.99,29.96,29.9,10,10,9,12,5,15,0.02,6,Rain,25,94041
5/8/2016,70,64,57,55,53,51,86,72,57,30,29.97,29.95,10,10,10,20,8,22,0,6,,356,94041
5/9/2016,69,63,56,53,51,49,86,72,57,30.01,29.98,29.94,10,10,10,20,7,23,0,5,,359,94041
5/10/2016,72,64,56,56,53,51,86,72,57,30.02,29.99,29.96,10,9,7,16,6,20,0,4,,342,94041
5/11/2016,69,63,56,56,53,51,86,73,59,30.07,30.03,30,10,10,7,15,6,18,0,3,,338,94041
5/12/2016,67,62,56,54,52,50,86,72,58,30.08,30.05,30,10,10,7,17,7,20,0,4,,352,94041
5/13/2016,69,62,54,51,49,45,83,68,52,30.06,30.03,30,10,10,9,21,8,24,0,5,,331,94041
5/14/2016,73,63,53,55,49,44,78,66,53,30.08,30.05,30,10,10,10,25,8,30,0,4,,319,94041
5/15/2016,73,65,56,54,51,47,83,65,47,30.02,30,29.98,10,10,10,23,8,27,0,3,,328,94041
5/16/2016,76,65,54,58,52,48,83,65,46,30.02,29.97,29.9,10,10,10,22,8,25,0,1,,4,94041
5/17/2016,90,73,55,58,51,43,83,51,19,29.96,29.92,29.88,10,10,10,16,5,21,0,0,,334,94041
5/18/2016,82,71,60,59,56,52,78,57,36,29.99,29.95,29.9,10,10,9,18,7,22,0,0,,343,94041
5/19/2016,72,64,55,53,47,40,83,58,33,29.95,29.9,29.83,10,10,9,17,7,25,0,0,,222,94041
5/20/2016,64,59,53,45,42,40,66,55,43,29.98,29.88,29.82,10,10,10,20,10,29,0,3,,275,94041
5/21/2016,64,59,53,50,45,42,72,60,48,30.12,30.03,29.97,10,10,10,15,5,19,T,5,Rain,277,94041
5/22/2016,69,58,47,47,45,42,80,62,44,30.14,30.1,30.05,10,10,10,22,6,27,0,4,,309,94041
5/23/2016,71,61,50,51,47,43,83,64,44,30.04,29.97,29.91,10,10,10,23,7,27,0,1,,330,94041
5/24/2016,71,63,55,51,48,46,77,61,44,30.09,29.99,29.92,10,10,10,20,8,27,0,5,,308,94041
5/25/2016,72,64,55,54,49,47,72,61,49,30.17,30.12,30.09,10,10,9,24,7,28,0,3,,303,94041
5/26/2016,74,64,53,54,49,47,77,62,47,30.15,30.08,30.02,10,10,10,23,7,27,0,1,,323,94041
5/27/2016,77,65,52,55,52,46,89,68,46,30.02,29.93,29.85,10,10,10,20,7,24,0,0,,351,94041
5/28/2016,86,72,57,57,52,47,80,54,27,29.91,29.85,29.81,10,10,9,18,7,23,0,0,,344,94041
5/29/2016,80,68,55,56,53,48,86,63,39,30.01,29.97,29.91,10,10,9,18,7,23,0,0,,360,94041
5/30/2016,78,66,54,57,53,49,86,67,48,30.01,29.98,29.93,10,10,10,16,6,20,0,0,,344,94041
5/31/2016,84,71,58,59,55,50,87,64,40,29.93,29.87,29.81,10,10,7,15,5,17,0,2,,328,94041
6/1/2016,77,68,58,58,56,54,86,68,50,29.96,29.89,29.84,10,10,10,16,7,20,0,0,,335,94041
6/2/2016,82,71,60,58,55,48,84,59,33,30.01,29.98,29.95,10,9,7,14,6,16,0,3,,343,94041
6/3/2016,92,76,59,58,54,47,78,51,23,30.01,29.96,29.9,10,10,10,15,5,19,0,0,,330,94041
6/4/2016,84,73,61,62,57,55,90,65,40,29.94,29.9,29.88,10,10,10,17,6,22,0,0,,332,94041
6/5/2016,82,71,59,59,56,53,90,64,37,29.94,29.89,29.82,10,10,10,16,7,20,0,4,,355,94041
6/6/2016,73,66,58,57,55,54,87,72,57,29.89,29.85,29.81,10,10,8,21,9,25,0,4,,1,94041
6/7/2016,74,68,61,58,56,54,84,71,57,29.97,29.92,29.88,10,10,10,21,9,25,0,5,,21,94041
6/8/2016,74,66,58,55,53,52,84,69,53,29.99,29.96,29.93,10,10,10,21,10,25,0,3,,336,94041
6/9/2016,70,64,57,55,52,49,80,69,57,30,29.96,29.93,10,10,10,20,8,24,0,3,,332,94041
6/10/2016,75,65,55,52,48,40,80,56,31,30.03,29.99,29.94,10,10,10,24,8,29,0,0,,346,94041
6/11/2016,85,69,53,56,48,42,77,52,26,29.96,29.92,29.87,10,10,10,21,6,24,0,0,,345,94041
6/12/2016,79,69,59,56,53,47,78,62,45,30.09,30.01,29.92,10,10,10,20,8,24,0,0,,2,94041
6/13/2016,75,66,57,53,50,46,80,62,44,30.12,30.09,30.07,10,10,10,23,10,28,0,1,,352,94041
6/14/2016,72,64,56,44,42,41,61,49,37,30.09,30.06,30.01,10,10,10,16,11,25,0,0,,284,94041
6/15/2016,69,61,53,45,42,39,66,50,33,30.1,30.04,29.99,10,10,10,17,8,24,0,1,,278,94041
6/16/2016,76,65,53,53,48,43,72,55,38,30.11,30.08,30.03,10,10,10,20,7,23,0,1,,10,94041
